Unnamed: 0,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,ZOI_drug,ZOI_drug_NP,MDR_check,NP_Synthesis_Chem,NP_Synthesis_Green,NP_Synthesis_Bio,gram,"min_Incub_period, h",biosafety_level,MolLogP,fr_lactam,NumAromaticHeterocycles,d_to_Micrococcus luteus,d_to_Neisseria mucosa,d_to_Candida albicans
732,10.0,,5.0,40.0,0,9.0,11.0,0,0,0,1.0,1.0,24.0,2,-7.2914000000000065,0.0,0.0,12,14,18
713,10.0,10.0,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,0.9089999999999998,0.0,0.0,0,14,18
714,10.0,10.0,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,-7.2914000000000065,0.0,0.0,0,14,18
733,10.0,,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,0.9089999999999998,0.0,0.0,0,14,18
734,10.0,,5.0,40.0,0,10.0,11.0,0,0,0,1.0,1.0,240.0,1,-7.2914000000000065,0.0,0.0,0,14,18
284,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,-1.0,8.0,2,0.023700000000000443,1.0,0.0,14,10,18
285,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,-1.0,24.0,2,-1.198999999999999,1.0,2.0,14,10,18
286,500.0,30.0,8.0,20.0,1,11.0,11.0,0,0,1,0.0,1.0,24.0,2,-1.1722999999999981,0.0,0.0,12,14,18
683,30.0,10.0,5.0,32.0,0,0.0,10.0,1,0,0,1.0,-1.0,48.0,2,0.10620000000000512,0.0,0.0,14,10,18
765,15.0,10.0,14.0,42.0,0,0.0,10.0,1,0,0,1.0,-1.0,48.0,2,1.785600000000004,0.0,0.0,14,10,18
210,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
211,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,1,0.023700000000000443,1.0,0.0,14,10,18
212,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,0.023700000000000443,1.0,0.0,12,14,18
213,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
214,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,-7.2914000000000065,0.0,0.0,14,10,18
215,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,168.0,2,-7.2914000000000065,0.0,0.0,14,10,18
216,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
217,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,-1.0,168.0,2,-8.161100000000008,0.0,0.0,14,10,18
218,500.0,30.0,8.0,20.0,1,7.0,10.0,0,0,1,0.0,1.0,24.0,2,1.2575999999999998,0.0,1.0,12,14,18
768,10.0,10.0,14.0,42.0,0,7.0,10.0,0,0,0,1.0,1.0,24.0,2,-3.327499999999995,0.0,0.0,12,14,18
263,500.0,30.0,8.0,20.0,1,8.0,10.0,0,0,1,0.0,-1.0,168.0,2,1.4230200000000002,0.0,2.0,14,10,18
710,10.0,10.0,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
711,10.0,10.0,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
730,10.0,,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,0.9089999999999998,0.0,0.0,12,14,18
731,10.0,,5.0,40.0,0,9.0,10.0,0,0,0,1.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
272,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,1.0,0.16,1,0.023700000000000443,1.0,0.0,12,14,18
273,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
274,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.3181000000000002,1.0,0.0,14,10,18
275,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,0.9089999999999998,0.0,0.0,14,10,18
276,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,-1.1722999999999981,0.0,0.0,14,10,18
277,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,48.0,2,-3.4698999999999973,1.0,0.0,14,10,18
278,500.0,30.0,8.0,20.0,1,10.0,10.0,0,0,1,0.0,-1.0,24.0,2,-10.879699999999966,0.0,0.0,14,10,18
681,300.0,10.0,5.0,32.0,0,0.0,9.0,1,0,0,1.0,-1.0,48.0,2,0.3895000000000004,0.0,0.0,14,10,18
682,300.0,10.0,5.0,32.0,0,0.0,9.0,1,0,0,1.0,1.0,24.0,2,0.3895000000000004,0.0,0.0,12,14,18
204,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,-1.0,24.0,2,0.023700000000000443,1.0,0.0,14,10,18
205,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,-1.0,168.0,2,-3.327499999999995,0.0,0.0,14,10,18
206,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,-1.0,24.0,2,-7.2914000000000065,0.0,0.0,14,10,18
207,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
208,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,-1.0,168.0,2,0.07349999999999995,0.0,1.0,14,10,18
209,500.0,30.0,8.0,20.0,1,7.0,9.0,0,0,1,0.0,1.0,0.16,1,-10.879699999999966,0.0,0.0,12,14,18
709,10.0,10.0,5.0,40.0,0,8.0,9.0,0,0,0,1.0,1.0,240.0,1,1.785600000000004,0.0,0.0,0,14,18
729,10.0,,5.0,40.0,0,8.0,9.0,0,0,0,1.0,1.0,240.0,1,1.785600000000004,0.0,0.0,0,14,18
266,500.0,30.0,8.0,20.0,1,9.0,9.0,0,0,1,0.0,-1.0,24.0,2,-1.2991999999999946,1.0,2.0,14,10,18
267,500.0,30.0,8.0,20.0,1,9.0,9.0,0,0,1,0.0,-1.0,12.0,2,0.07349999999999995,0.0,1.0,14,10,18
268,500.0,30.0,8.0,20.0,1,9.0,9.0,0,0,1,0.0,-1.0,24.0,2,0.07349999999999995,0.0,1.0,14,10,18
193,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,168.0,2,-8.424200000000015,0.0,0.0,14,10,18
194,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,12.0,2,0.023700000000000443,1.0,0.0,14,10,18
195,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,12.0,2,1.785600000000004,0.0,0.0,14,10,18
196,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,48.0,2,1.785600000000004,0.0,0.0,14,10,18
197,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,12.0,1,1.785600000000004,0.0,0.0,14,10,18
198,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,1.0,24.0,2,1.785600000000004,0.0,0.0,12,14,18
199,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,12.0,1,0.07349999999999995,0.0,1.0,14,10,18
200,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,48.0,2,-10.879699999999966,0.0,0.0,14,10,18
201,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,168.0,2,-10.879699999999966,0.0,0.0,14,10,18
202,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,1.0,24.0,2,-10.879699999999966,0.0,0.0,12,14,18
203,500.0,30.0,8.0,20.0,1,7.0,8.0,0,0,1,0.0,-1.0,12.0,1,0.10620000000000512,0.0,0.0,14,10,18
260,500.0,30.0,8.0,20.0,1,8.0,8.0,0,0,1,0.0,-1.0,24.0,2,-1.2991999999999946,1.0,2.0,14,10,18
261,500.0,30.0,8.0,20.0,1,8.0,8.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
262,500.0,30.0,8.0,20.0,1,8.0,8.0,0,0,1,0.0,-1.0,48.0,2,0.07349999999999995,0.0,1.0,14,10,18
183,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,24.0,2,0.3181000000000002,1.0,0.0,14,10,18
184,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,48.0,2,-4.953199999999996,1.0,1.0,14,10,18
185,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,48.0,2,-1.198999999999999,1.0,2.0,14,10,18
186,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,24.0,2,1.4230200000000002,0.0,2.0,14,10,18
187,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,1.0,24.0,2,0.07349999999999995,0.0,1.0,12,14,18
188,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,24.0,2,-10.879699999999966,0.0,0.0,14,10,18
189,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,1.0,24.0,2,4.335420000000004,0.0,0.0,12,14,18
190,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,24.0,2,1.2575999999999998,0.0,1.0,14,10,18
191,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,168.0,2,1.2575999999999998,0.0,1.0,14,10,18
192,500.0,30.0,8.0,20.0,1,7.0,7.0,0,0,1,0.0,-1.0,12.0,2,0.10620000000000512,0.0,0.0,14,10,18
88,,20.0,10.0,10.0,1,,,0,1,0,0.0,1.0,24.0,2,,,,12,14,18
93,,102.0,2.26,10.34,0,,,0,1,0,0.0,1.0,0.16,1,,,,12,14,18
94,,100.0,2.26,10.34,0,,,0,1,0,0.0,-1.0,48.0,2,,,,14,10,18
95,,100.0,2.26,10.34,0,,,0,1,0,0.0,-1.0,48.0,2,,,,14,10,18
96,,100.0,2.26,10.34,0,,,0,1,0,0.0,-1.0,48.0,2,,,,14,10,18
97,,100.0,2.26,10.34,0,,,0,1,0,0.0,-1.0,48.0,2,,,,14,10,18
98,,104.0,2.26,10.34,0,,,0,1,0,0.0,1.0,24.0,2,,,,12,14,18
99,,100.0,2.26,10.34,0,,,0,1,0,0.0,1.0,24.0,2,,,,12,14,18
100,,100.0,2.26,10.34,0,,,0,1,0,0.0,1.0,24.0,2,,,,12,14,18
147,,170.0,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
148,,85.0,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
149,,42.5,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
150,,21.25,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
151,,10.625,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
152,,2.65,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
153,,2.65,14.45,15.55,0,,,1,0,0,1.0,-1.0,12.0,2,,,,14,10,18
154,,1.33,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
155,,1.33,14.45,15.55,0,,,1,0,0,1.0,-1.0,12.0,2,,,,14,10,18
156,,1.33,14.45,15.55,0,,,1,0,0,1.0,1.0,24.0,2,,,,12,14,18
157,,0.66,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
158,,0.66,14.45,15.55,0,,,1,0,0,1.0,-1.0,48.0,2,,,,14,10,18
159,,0.66,14.45,15.55,0,,,1,0,0,1.0,-1.0,12.0,2,,,,14,10,18
160,,0.66,14.45,15.55,0,,,1,0,0,1.0,1.0,24.0,2,,,,12,14,18
161,,0.31,14.45,15.55,0,,,1,0,0,1.0,1.0,48.0,2,,,,18,18,0
162,,2.65,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
163,,1.33,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
164,,0.31,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
165,,10.625,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
166,,2.65,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
167,,0.31,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
168,,21.25,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
169,,10.625,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
170,,0.31,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
171,,42.5,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
172,,21.25,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
173,,10.625,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
174,,42.5,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
175,,21.25,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
176,,85.0,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
177,,42.5,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
178,,170.0,14.45,15.55,0,,,0,0,0,1.0,-1.0,12.0,2,,,,14,10,18
179,,85.0,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
180,,85.0,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
181,,170.0,14.45,15.55,0,,,0,0,0,1.0,-1.0,48.0,2,,,,14,10,18
182,,170.0,14.45,15.55,0,,,0,0,0,1.0,1.0,24.0,2,,,,12,14,18
491,0.0,1000.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
492,0.0,500.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
493,0.0,300.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
494,0.0,300.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
495,0.0,100.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,2,,,,14,10,18
496,0.0,100.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
497,0.0,100.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
498,0.0,100.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,1,,,,14,10,18
499,0.0,100.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
500,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,2,,,,14,10,18
501,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
502,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
503,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
504,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,1,,,,14,10,18
505,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,168.0,2,,,,14,10,18
506,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,1,,,,14,10,18
507,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
508,0.0,50.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,8.0,2,,,,14,10,18
509,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
510,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,2,,,,14,10,18
511,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
512,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
513,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
514,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,1,,,,14,10,18
515,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,168.0,2,,,,14,10,18
516,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,1,,,,14,10,18
517,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
518,0.0,30.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,8.0,2,,,,14,10,18
519,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
520,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,2,,,,14,10,18
521,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
522,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
523,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
524,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,1,,,,14,10,18
525,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,168.0,2,,,,14,10,18
526,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,1,,,,14,10,18
527,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
528,0.0,20.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,8.0,2,,,,14,10,18
529,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
530,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,1.0,0.16,1,,,,12,14,18
531,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,2,,,,14,10,18
532,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,48.0,2,,,,14,10,18
533,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
534,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
535,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
536,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,2,,,,14,10,18
537,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,24.0,1,,,,14,10,18
538,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,168.0,2,,,,14,10,18
539,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,12.0,1,,,,14,10,18
540,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,1.0,24.0,2,,,,12,14,18
541,0.0,10.0,8.0,20.0,1,,,1,0,1,0.0,-1.0,8.0,2,,,,14,10,18
542,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
543,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
544,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,2,,,,14,10,18
545,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
546,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,1,,,,14,10,18
547,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
548,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,1,,,,14,10,18
549,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,8.0,2,,,,14,10,18
550,0.0,50.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
551,0.0,20.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
552,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
553,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,1,,,,14,10,18
554,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
555,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,1,,,,14,10,18
556,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,8.0,2,,,,14,10,18
557,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,168.0,2,,,,14,10,18
558,0.0,30.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
559,0.0,20.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
560,0.0,20.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
561,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
562,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,1,,,,14,10,18
563,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,2,,,,14,10,18
564,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,168.0,2,,,,14,10,18
565,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
566,0.0,30.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
567,0.0,30.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
568,0.0,10.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
569,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
570,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,1,,,,14,10,18
571,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,168.0,2,,,,14,10,18
572,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,8.0,2,,,,14,10,18
573,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
574,0.0,50.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
575,0.0,50.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
576,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,12.0,2,,,,14,10,18
577,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
578,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,1,,,,14,10,18
579,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,168.0,2,,,,14,10,18
580,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,8.0,2,,,,14,10,18
581,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
582,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
583,0.0,50.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
584,0.0,20.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
585,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
586,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
587,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
588,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
589,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
590,0.0,30.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
591,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
592,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
593,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
594,0.0,50.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
595,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
596,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
597,0.0,100.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
598,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
599,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
600,0.0,300.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
601,0.0,500.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
602,0.0,1000.0,8.0,20.0,1,,,0,0,1,0.0,-1.0,24.0,2,,,,14,0,18
603,,10.0,10.0,30.0,0,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
604,,10.0,10.0,30.0,0,,,0,0,1,0.0,1.0,0.16,1,,,,12,14,18
605,,10.0,10.0,30.0,0,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
606,,10.0,10.0,30.0,0,,,0,0,1,0.0,-1.0,48.0,2,,,,14,10,18
607,,10.0,10.0,30.0,0,,,0,0,1,0.0,1.0,240.0,1,,,,0,14,18
608,,10.0,10.0,30.0,0,,,0,0,1,0.0,-1.0,24.0,2,,,,14,10,18
880,,10.0,20.0,20.0,0,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
881,,20.0,20.0,20.0,0,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
882,,30.0,20.0,20.0,0,,,0,0,1,0.0,1.0,24.0,2,,,,12,14,18
