,Unnamed: 0,Bacteria,NP_Synthesis,Drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_min,NP size_max,NP size_avg,shape,method,ZOI_drug,ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),MDR_check
283,637,Acinetobacter baumanii,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,16,6.11,1
284,252,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,0
285,253,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,0
286,254,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,0
287,255,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,0
288,256,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,0
289,264,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,8,,16,3.0,0
290,718,Escherichia coli,green_synthesis  using fungus Trichoderma,Kanamycin,Organooxygen compounds,10.0,10,5.0,40.0,13.0,spherical,disc_diffusion,12,,16,0.3333,0
291,738,Escherichia coli,green_synthesis from fungus Trichoderma viride,Kanamycin,Organooxygen compounds,10.0,,5.0,40.0,18.0,spherical,disc_diffusion,12,,16,0.3333,0
292,720,Escherichia coli,green_synthesis  using fungus Trichoderma,Erythromycin,Organooxygen compounds,10.0,10,5.0,40.0,13.0,spherical,disc_diffusion,13,,16,0.2308,0
293,740,Escherichia coli,green_synthesis from fungus Trichoderma viride,Erythromycin,Organooxygen compounds,10.0,,5.0,40.0,18.0,spherical,disc_diffusion,13,,16,0.2308,0
294,317,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,16,0.3,0
295,333,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,16,0.1,0
296,773,Salmonella Paratyphi,green_synthesis  by Bacillus sp.,Nalidixic acid,"
Diazanaphthalenes",30.0,10,14.0,42.0,28.0,spherical,disc_diffusion,15,15,16,0.14,0
297,338,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
298,339,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
299,340,Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
300,341,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
301,342,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
302,343,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
303,344,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
304,345,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
305,346,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
306,347,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,16,,16,0.0,0
307,692,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cephalexin ,Lactams,30.0,10,5.0,32.0,22.5,spherical,disc_diffusion,16,,16,0.0,0
308,750,Proteus vulgaris,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",,,10.0,40.0,20.0,spherical,MIC,32,16,16,,0
309,54,Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,,,1.0,9.0,4.7,spherical,MIC,64,64,16,,0
310,55,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,,,1.0,9.0,4.7,spherical,MIC,64,64,16,,0
311,58,Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,1.0,9.0,4.7,spherical,MIC,1000,32,16,,1
312,59,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,,,1.0,9.0,4.7,spherical,MIC,1000,64,16,,1
313,60,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,1.0,9.0,4.7,spherical,MIC,1000,64,16,,1
314,61,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,,,1.0,9.0,4.7,spherical,MIC,1000,64,16,,1
315,85,Escherichia coli,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,,,4.0,10.0,8.0,spherical,MIC,32+,6.3,16,,1
316,282,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,10,,15.3,1.3,0
317,634,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,14,15,5.25,1
318,635,Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,16,15,5.25,1
319,247,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,15,3.6,0
320,248,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,15,3.6,0
321,249,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,15,3.6,0
322,250,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,15,1.3,0
323,251,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,15,3.6,0
324,641,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,8,15,15,2.51,0
325,770,Staphylococcus aureus,green_synthesis  by Bacillus sp.,Erythromycin,Organooxygen compounds,15.0,10,14.0,42.0,28.0,spherical,disc_diffusion,10,18,15,1.25,0
326,293,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,15,0.9,0
327,308,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,15,0.3,0
328,772,Staphylococcus epidermidis,green_synthesis  by Bacillus sp.,Gentamicin,Aminoglycosides,10.0,10,14.0,42.0,28.0,spherical,disc_diffusion,14,15,15,0.15,0
329,320,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
330,321,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
331,322,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
332,323,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
333,324,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
334,325,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
335,326,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
336,327,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
337,328,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
338,329,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,,0
339,330,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
340,331,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
341,332,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,15,,15,0.0,0
342,691,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Cephalexin ,Lactams,30.0,10,5.0,32.0,22.5,spherical,disc_diffusion,15,,15,0.0,0
343,815,Candida glochares,green_synthesis using extract of corn leaves,Amphotericin B,"
Organooxygen compounds",5.0,50,31.0,69.0,45.26,spherical,disc_diffusion,,,14.75,,0
344,814,Staphylococcus aureus,green_synthesis using extract of corn leaves,Rifampicin,Macrolactams,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,14.33,,0
345,630,Acinetobacter baumanii,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,14,4.44,1
346,631,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,14,4.44,1
347,632,Escherichia coli,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,14,4.44,1
348,633,Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,16,14,4.44,1
349,767,Staphylococcus aureus,green_synthesis  by Bacillus sp.,Penicillin,Carboxylic acids and derivatives,10.0,10,14.0,42.0,28.0,spherical,disc_diffusion,0,18,14,44655.0,1
350,245,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,14,3.0,0
351,246,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,14,3.0,0
352,686,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Amoxicillin,Lactams,10.0,10,5.0,32.0,22.5,spherical,disc_diffusion,7.5,,14,2.484,0
353,270,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,9,,14,1.4,0
354,281,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,10,,14,1.0,0
355,690,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Erythromycin,Organooxygen compounds,5.0,10,5.0,32.0,22.5,spherical,disc_diffusion,10,,14,0.96,0
356,292,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,14,0.6,0
357,299,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,12,,14,0.2,0
358,307,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,14,0.2,0
359,310,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
360,311,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
361,312,Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
362,313,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
363,314,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
364,315,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
365,316,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,14,,14,0.0,0
366,622,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,14,13,3.69,1
367,623,Acinetobacter baumanii,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
368,624,Acinetobacter baumanii,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
369,625,Bacillus spp.        ,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
370,626,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
371,627,Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,14,13,3.69,1
372,628,Escherichia coli,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
373,629,Escherichia coli,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100,5.0,30.0,21.0,spherical,disc_diffusion,0,15,13,3.69,1
374,685,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Vancomycin,Carboxylic acids and derivatives,30.0,10,5.0,32.0,22.5,spherical,disc_diffusion,0,,13,2.45,1
375,234,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
376,235,Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
377,236,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
378,237,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
379,238,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
380,239,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
381,240,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
382,241,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
383,242,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
384,243,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
385,244,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,0
386,280,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,10,,13,0.7,0
387,769,Staphylococcus epidermidis,green_synthesis  by Bacillus sp.,Fusidic acid ,"
Steroids and steroid derivatives",30.0,10,14.0,42.0,28.0,spherical,disc_diffusion,10,19,13,0.7,0
388,291,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,13,0.4,0
389,298,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,12,,13,0.0,0
390,301,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
391,302,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
392,303,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
393,304,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
394,305,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
395,306,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,13,,13,0.0,0
396,813,Candida albicans,green_synthesis using extract of corn leaves,Amphotericin B,"
Organooxygen compounds",5.0,50,31.0,69.0,45.26,spherical,disc_diffusion,,,12.88,,0
397,812,Salmonella typhimurium ,green_synthesis using extract of corn leaves,Kanamycin,Organooxygen compounds,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,12.8,,0
398,811,Bacillus cereus,green_synthesis using extract of corn leaves,Rifampicin,Macrolactams,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,12.76,,0
399,810,Staphylococcus aureus,green_synthesis using extract of corn leaves,Kanamycin,Organooxygen compounds,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,12.57,,0
400,809,Escherichia coli,green_synthesis using extract of corn leaves,Kanamycin,Organooxygen compounds,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,12.45,,0
401,621,Klebsiella pneumoniae,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100,5.0,30.0,21.0,spherical,disc_diffusion,0,14,12,3.0,1
402,684,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Penicillin,Carboxylic acids and derivatives,10.0,10,5.0,32.0,22.5,spherical,disc_diffusion,0,,12,1.938,1
403,766,Vibrio cholerae,green_synthesis  by Bacillus sp.,Ampicillin,Lactams,25.0,10,14.0,42.0,28.0,spherical,disc_diffusion,0,18,12,3.0,1
404,228,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
405,229,Salmonella  typhi,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
406,230,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
407,231,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
408,232,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
409,233,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,0
410,687,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Penicillin,Carboxylic acids and derivatives,10.0,10,5.0,32.0,22.5,spherical,disc_diffusion,8,,12,1.25,0
411,688,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Erythromycin,Organooxygen compounds,5.0,10,5.0,32.0,22.5,spherical,disc_diffusion,8,,12,1.25,0
412,269,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,9,,12,0.8,0
413,643,Escherichia coli,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100,5.0,30.0,21.0,spherical,disc_diffusion,9,15,12,0.78,0
414,279,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,10,,12,0.4,0
415,689,Escherichia coli,green_synthesis by Klebsiella pneumoniae,Amoxicillin,Lactams,10.0,10,5.0,32.0,22.5,spherical,disc_diffusion,10,,12,0.44,0
416,287,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,12,0.2,0
417,288,Enterobacter cloacae ,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,12,0.2,0
418,289,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,"
Diazanaphthalenes",500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,12,0.2,0
419,290,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,11,,12,0.2,0
420,295,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,12,,12,0.0,0
421,296,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,12,,12,0.0,0
422,297,Acinetobacter baumanii,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30,8.0,20.0,13.5,nanorods and triangles,disc_diffusion,12,,12,0.0,0
423,808,Bacillus cereus,green_synthesis using extract of corn leaves,Kanamycin,Organooxygen compounds,5.0,25,31.0,69.0,45.26,spherical,disc_diffusion,,,11.67,,0
